kode_rs,nama_rs,total_tt,lk_terpakai,pr_terpakai,terpakai,lk_kosong,pr_kosong,kosong,wait_list,tgl_update
3603181,RS Bethsaida,151,18,26,44,50,57,107,0,17/Apr/2020 04:38:23
1219003,RS Umum Daerah Batu Bara,70,1,2,3,27,40,67,0,06/Mar/2019 07:49:01
1611042,RS Umum Daerah Kabupaten Empat Lawang,84,4,8,12,30,42,72,0,15/Apr/2020 04:35:25
1771002,RS Umum Daerah Harapan dan Doa,103,14,20,34,30,25,69,0,08/Oct/2018 07:15:55
1278002,RS Umum Bethesda Gunungsitoli,114,19,12,31,0,0,83,0,18/Apr/2020 05:45:01
1471389,RS JMB Pekanbaru,32,0,0,0,0,0,32,0,06/Apr/2018 02:04:22
3517091,RS Umum Moedjito Dwidjosiswojo,34,0,0,0,0,0,34,0,12/Feb/2019 08:38:39
3512036,RS Umum Daerah Besuki Kabupaten Situbondo,71,9,10,19,27,25,52,0,01/Apr/2020 04:05:52
3521014,RS Umum Widodo,107,13,25,38,2,9,69,0,14/Apr/2020 04:44:50
1901043,RS Umum Daerah Dr. (H.C.) Ir. Soekarno,71,19,26,45,7,8,26,0,14/Apr/2020 04:22:17
3201236,RS Umum Medika Dramaga,98,12,9,21,40,37,77,0,13/Apr/2020 07:22:28
1871439,RS Ibu dan Anak Restu Bunda,61,1,17,18,0,44,43,0,16/Apr/2020 04:48:37
1671328,RS Khusus Gigi dan Mulut Palembang Provinsi Sumate,11,0,0,0,5,6,11,0,18/Apr/2020 03:18:14
1610003,RS Umum Daerah Kabupaten Ogan Ilir,50,10,13,23,15,12,27,0,13/Feb/2018 11:40:12
3509136,RS Umum Citra Husada Jember,97,22,28,50,19,28,47,0,16/Apr/2020 08:05:17
3673004,RS Umum Daerah Banten,405,23,56,79,50,15,326,0,16/Apr/2020 11:24:58
3301107,RS Umum Santa Maria Cilacap,72,6,15,21,20,31,51,0,17/Apr/2020 04:05:13
3524043,RS Bedah Mitra Sehat,22,5,4,9,3,3,13,0,09/Jan/2019 06:49:14
3306108,RS Ibu dan Anak Kasih Ibu Purworejo,0,0,0,0,0,0,0,0,16/Apr/2020 10:56:59
3314092,RS Umum Islam Yakssi Gemolong,70,1,4,5,0,0,65,0,18/Apr/2020 05:19:23
3404189,RS UGM,13,1,0,1,0,0,12,0,13/Apr/2020 07:44:58
8172002,RS Umum Daerah Maren Kota Tual,49,2,2,4,18,24,45,0,19/Apr/2020 01:24:57
3174515,RS Khusus Mata Jakarta Eye Center Kedoya,19,5,1,6,6,2,13,0,16/Apr/2020 13:49:30
3216388,RS Umum Cibitung Medika,213,44,63,107,28,2,106,0,01/Oct/2018 13:27:27
3277021,RS Umum Kasih Bunda,2,0,0,0,0,0,2,0,16/Apr/2020 14:57:37
3312308,RS Umum Mulia Hati Wonogiri,69,11,13,24,0,0,45,0,04/Apr/2020 20:34:38
3215161,RS Umum Mitra Family,0,0,0,0,0,0,0,0,12/Oct/2017 11:49:07
1605044,RS Umum Daerah Muara Beliti,60,5,6,11,45,44,49,0,13/Mar/2018 11:24:11
3172749,RSK Pusat Otak Nasional,203,71,56,127,0,0,76,0,09/Mar/2019 00:13:10
3201241,RS Umum Ummi,10,0,0,0,0,0,10,0,16/Apr/2020 16:54:07
7107003,RS Umum Daerah Bolaang Mongondow Utara,95,23,17,40,19,37,55,0,17/Apr/2020 05:55:26
3517089,RS Umum Daerah Ploso,41,3,9,12,9,20,29,0,17/Apr/2020 02:36:08
3671207,RS Dinda,123,33,33,66,21,31,57,0,17/Apr/2020 02:14:45
6371153,RS Khusus Gigi dan Mulut Gusti Hasan Aman,8,0,0,0,0,0,8,0,27/Feb/2018 09:01:56
7371408,RS Universitas Hasanuddin,200,11,12,23,166,11,177,0,20/Apr/2020 00:18:10
3216409,RS Umum Cikarang Medika,48,0,0,0,18,22,48,0,21/Mar/2020 04:12:51
3216413,RS Umum Kartika Husada Setu,19,0,0,0,0,0,19,0,18/Apr/2020 12:15:33
3216415,RS Umum Ridhoka Salma,61,25,22,47,6,4,14,0,16/Dec/2018 08:22:45
3509137,RS Ibu dan Anak Srikandi IBI Jember,45,0,0,0,0,0,45,0,05/Feb/2018 05:59:04
3216417,RS Umum Tiara,22,6,13,19,3,0,3,0,22/Dec/2018 09:49:49
3305118,RS Umum Muhammadiyah Kutowinangun,12,2,2,4,10,10,8,0,15/Apr/2020 10:01:01
7502034,RS Umum Daerah dr. Hasri Ainun Habibie,145,8,18,26,55,65,119,0,18/Apr/2020 01:43:32
1806036,RS Umum HI. Muhammad Yusuf,37,7,5,12,9,17,25,0,11/Apr/2020 03:49:05
1208056,RS Umum Setio Husodo,2,0,0,0,0,0,2,0,17/Apr/2020 09:06:07
3404190,RS Umum Mitra Sehat,30,2,0,2,16,12,28,0,04/Mar/2018 06:47:30
1174019,RS Umum Bunga Melati,370,251,250,501,29,29,-131,0,04/Jun/2018 10:03:15
1271032,RS Umum Metta Medika,98,19,21,40,0,3,58,0,14/Apr/2020 12:40:08
6271024,RS Islam PKU Muhammadiyah Palangkaraya,60,151,157,308,2,0,-248,0,03/Apr/2018 05:25:18
6303028,RS Ibu dan Anak Mutiara Bunda,30,7,6,13,2,13,17,0,04/Jan/2019 05:22:00
1406045,RS Ibu Anak  Bunda Anisyah,27,2,10,12,0,0,15,0,01/Apr/2020 15:33:34
3173697,RS Khusus Gigi dan Mulut Ladokgi TNI AL R.E. Marta,0,0,0,0,0,0,0,0,16/Apr/2020 10:55:36
1671333,RS Pelabuhan Palembang,64,3,18,21,14,15,43,0,19/Apr/2020 01:36:20
3671208,RS Umum Daerah Kota Tangerang,101,7,5,12,0,0,89,0,18/Apr/2020 02:03:31
3674012,RS Bunda Dalima,27,0,0,0,0,0,27,0,24/Dec/2018 11:22:47
1407012,RS Umum  Awal Bros Ujung Batu,73,18,34,52,14,7,21,0,15/Apr/2020 12:35:16
3216420,RS Umum Medirossa 2,104,19,30,49,15,40,55,0,06/Apr/2020 03:07:41
1504018,RS Mitra Medika Batang Hari,60,15,24,39,16,5,21,0,18/Apr/2020 03:59:43
3512037,RS Umum Daerah Asembagus Kabupaten Situbondo,50,13,9,22,14,14,28,0,16/Feb/2019 07:32:57
1471390,RS Umum  Awal Bros Panam,161,59,86,145,0,0,16,0,17/Apr/2020 03:42:56
1275998,RS Ibu dan Anak Stella Maris,0,0,0,0,0,0,0,0,17/Apr/2020 11:38:05
3603182,RS Medika Lestari,103,0,0,0,30,25,103,0,17/Apr/2020 02:50:39
1275898,RS Khusus Mata SMEC,18,3,2,5,6,5,13,0,17/Apr/2020 07:02:45
3301108,RS Umum Aghisna Medika Kroya,64,21,15,36,0,0,28,0,07/Nov/2018 09:11:29
1471391,RS Khusus  Mata Pekanbaru Eye Center,3,0,0,0,0,0,3,0,06/Apr/2018 01:56:39
3216423,RS Umum Kartika Husada,6,0,0,0,0,0,6,0,16/Apr/2020 11:22:19
1809002,RS Umum Daerah Pesawaran,102,9,11,20,30,52,82,0,19/Apr/2020 04:39:05
1407013,RS Umum Azzahra,46,4,10,14,0,0,32,0,13/Apr/2020 20:18:01
3671209,RS Sari Asih Sangiang,4,0,0,0,0,0,4,0,18/Apr/2020 12:29:00
1971003,RS Ibu dan Anak Muhaya,1,0,0,0,0,0,1,0,16/Apr/2020 15:16:31
5206029,RS Umum Daerah Sondosia Kab. Bima,49,8,10,18,18,13,31,0,10/Feb/2018 09:06:05
3310417,RS Umum Islam Cawas Klaten,58,0,0,0,17,20,58,0,16/Apr/2020 13:11:58
1407014,RS Umum  Surya Insani,52,18,18,36,10,6,16,0,16/Apr/2020 04:15:54
1212176,RS Umum Joko,50,313,581,894,0,0,-844,0,04/Jan/2019 07:03:19
6110013,RS Umum Citra Husada Nanga Pinoh,41,15,17,32,5,4,9,0,17/Jul/2018 06:55:12
3507108,RS Umum Universitas Muhammadiyah Malang,158,34,45,79,33,43,79,0,15/Apr/2020 03:52:59
1108017,RS Umum Ibnu Sina,111,43,22,65,10,36,46,7,01/Mar/2018 20:34:02
3374365,RS Umum Hermina Banyumanik Semarang,76,18,14,32,24,20,44,0,15/Apr/2020 12:44:32
1211126,RS Umum Amanda,82,10,13,23,0,0,59,0,18/Apr/2020 10:36:33
3374367,RS Umum Nasional Diponegoro,97,11,21,32,37,28,65,0,06/Mar/2019 03:39:51
1671335,RS Siloam Sriwijaya Palembang,1,0,0,0,0,0,1,0,17/Apr/2020 19:24:12
7201012,RS Umum Daerah Trikora Salakan,63,8,7,15,30,33,48,0,13/Apr/2020 07:17:37
3403023,RS Umum Panti Rahayu,45,10,20,30,0,0,15,0,18/Apr/2020 03:09:36
1805046,RS Umum Kartini,78,8,12,20,21,36,58,0,15/Aug/2018 06:00:21
7209002,RS Umum Daerah Wakai,61,2,0,2,0,0,59,0,10/Apr/2020 04:39:04
3372236,RS Umum Hermina Solo,91,8,74,82,7,12,9,0,16/Apr/2020 10:25:41
3525093,RS Fathma Medika,80,8,13,21,27,32,59,0,19/Apr/2020 08:36:05
3311225,RS Umum PKU Muhammadiyah Sukoharjo,49,3,11,14,0,0,35,0,02/Jan/2019 10:23:36
1871443,RS Ibu dan Anak Santa Anna,25,0,0,0,0,0,25,0,17/Apr/2020 01:35:45
3324038,RS Umum Baitul Hikmah,50,0,0,0,0,0,50,0,25/Sep/2017 06:33:57
3578786,RS Mata Masyarakat Jawa Timur,49,0,0,0,25,24,49,0,15/Feb/2018 05:56:08
6303030,RS Umum Aveciena Medika,44,9,10,19,11,12,25,0,06/Aug/2017 01:52:05
7210002,RS Umum Daerah Tora Belo,135,20,30,50,33,50,85,0,17/Feb/2018 07:32:45
7604026,RS Umum Daerah Kabupaten Mamuju Tengah,83,2,0,2,31,45,81,0,19/Apr/2020 10:09:01
1218026,RS Umum Pabatu,4,0,0,0,0,0,4,0,17/Apr/2020 13:10:43
3329109,RS Umum Amanah Mahmudah,3,0,2,2,1,1,1,0,29/Aug/2017 07:02:29
5303028,RS Siloam Kupang,17,0,0,0,0,0,17,0,16/Apr/2020 13:52:46
3671210,RS Permata Ibu,68,14,31,45,7,16,23,0,19/Apr/2020 06:51:47
3528027,RS Umum Mohammad Noer Pamekasan,95,17,16,33,30,28,62,0,18/Apr/2020 09:25:14
3307051,RS Umum  PKU Muhammadiyah Wonosobo,14,2,3,5,2,3,9,0,14/Apr/2020 05:57:06
3524047,RS Muhammadiyah Babat,53,8,11,19,12,14,34,0,09/Apr/2020 09:07:07
3519026,RS Paru Manguharjo Madiun,42,3,1,4,19,19,38,0,12/Apr/2020 06:42:00
7411908,RS Umum Daerah Kabupaten Kolaka Timur,30,10,11,21,14,16,9,0,01/Mar/2019 05:52:39
1409013,RS Umum  Indah,56,4,5,9,24,23,47,0,08/Apr/2020 05:25:58
3175410,RS Umum Pekerja,42,0,0,0,0,0,42,0,18/Apr/2020 08:03:17
7412002,RS Umum Daerah Kabupaten Konawe Kepulauan,32,8,9,17,12,19,15,0,01/Nov/2018 06:24:44
6106021,RSIA Permata Bunda,35,4,9,13,7,22,22,0,02/Jan/2019 08:18:56
1901044,RS Umum Daerah DR. Eko Maulana Ali,52,0,0,0,23,29,52,0,06/Apr/2020 04:11:24
3201245,RS Umum Karya Bhakti Pratiwi,97,13,0,13,0,0,84,0,06/Sep/2018 02:12:21
7401039,RS Umum Daerah Kabupaten Buton Selatan,15,5,4,9,0,0,6,0,26/Nov/2018 08:46:02
6471079,RS Umum Daerah Beriman,128,33,46,79,22,26,49,0,17/Apr/2020 04:15:58
1609012,RS Islam At-Taqwa Gumawang,4,2,0,2,2,0,2,0,24/Dec/2018 10:21:44
3525095,RSU PKU Muhammadiyah Sekapuk,55,7,9,16,20,19,39,0,19/Apr/2020 11:57:17
3401052,RS Umum Daerah Nyi Ageng Serang,67,43,0,43,24,0,24,0,09/Mar/2019 00:13:09
6310016,RS Bersalin Paradise,15,0,15,15,0,0,0,0,11/Apr/2018 11:37:57
3205023,RS Umum Nurhayati Garut,60,9,16,25,0,0,35,0,12/Feb/2019 07:15:29
3520015,RS Ibu dan Anak Samudra Husada,25,5,7,12,10,3,13,0,19/Apr/2020 05:32:53
3216427,RS Dokter Adam Talib Cikunir,62,0,0,0,3,3,62,0,04/Jan/2019 11:21:15
3525096,RS Petrokimia Gresik Driyorejo,6,2,0,2,0,0,4,0,06/Mar/2018 10:33:19
3404191,RS Universitas Ahmad Dahlan,49,7,0,7,42,0,42,0,19/Apr/2020 23:23:03
9218002,RS Umum Daerah Karubaga,23,0,0,0,10,13,23,0,15/Apr/2020 09:45:46
1805048,RS Umum Az - Zahra,70,10,17,27,9,13,43,0,15/Apr/2020 05:00:13
3273541,RS Ibu dan Anak Harapan Bunda Bandung,39,2,6,8,0,0,31,1,19/Apr/2020 22:44:13
3273542,RS Umum Santosa Hospital Bandung Kopo,278,48,76,124,0,0,154,0,16/Apr/2020 06:17:32
1306057,RS Paru Sumatera Barat,21,1,0,1,10,10,20,0,01/Mar/2019 06:14:41
3173698,RS Umum Daerah Sawah Besar,30,16,0,16,7,0,14,0,16/Apr/2020 12:42:59
6403017,RS Umum Daerah Dayaku Raja,131,52,165,217,42,15,-86,0,17/Apr/2020 02:49:39
6271026,RS Umum Kelas D Kota Palangka Raya,70,0,3,3,30,37,67,0,18/Apr/2020 04:12:06
1471392,RS Umum  Universitas Riau,57,0,0,0,0,0,57,0,23/Apr/2018 08:10:21
3171790,RS Umum Daerah Kecamatan Tebet,37,12,23,35,0,2,2,0,04/Oct/2017 06:20:56
1571165,RS Umum Erni Medika,57,6,1,7,0,0,50,0,11/Jun/2018 08:24:24
3403024,RS Umum PKU Muhammadiyah Wonosari,36,19,0,19,17,0,17,0,19/Apr/2020 23:23:12
3175412,RS Umum Daerah Tugu Koja,44,9,5,14,0,16,30,0,15/Apr/2020 10:02:46
3171792,RS Umum Daerah Jagakarsa,26,4,10,14,9,11,12,0,10/Apr/2020 03:57:41
3171791,RS Umum Pesanggrahan,37,3,4,7,16,14,30,0,18/Apr/2020 10:54:30
3172762,RS Umum Daerah Ciracas,40,7,9,16,15,17,24,0,13/Apr/2020 03:14:51
3173701,RS Umum Daerah Johar Baru,39,11,9,20,8,7,19,0,17/Apr/2020 08:20:50
3171793,RS Umum Daerah Mampang Prapatan,35,19,0,19,16,0,16,0,17/Apr/2020 08:26:53
3172761,RS Umum Daerah Kramat Jati,69,10,2,12,39,4,57,0,03/Oct/2017 22:33:55
3174518,RS Umum Daerah Kecamatan Kalideres,38,6,5,11,7,20,27,0,19/Apr/2020 03:42:02
9236003,RS Umum Daerah Pratama Waghete,13,3,2,5,2,6,8,0,26/Feb/2018 07:48:24
3212054,RS Umum MM Indramayu,103,0,0,0,38,63,103,0,16/Apr/2020 05:41:02
1671340,RS Ibu dan Anak Az-Zahra Palembang,42,16,0,16,11,20,26,0,11/Apr/2020 04:45:09
3175413,RS Umum Daerah  Pademangan,47,7,2,9,26,14,38,0,14/Apr/2020 03:32:44
3174517,RS Umum Daerah  Kembangan,37,6,11,17,8,11,20,0,15/Apr/2020 04:47:55
3173699,RS Umum Daerah Kemayoran,65,42,24,66,15,0,-1,0,06/Dec/2018 10:13:53
3203038,RS Umum Dr. Hafiz,137,7,6,13,10,12,124,0,16/Apr/2020 06:07:43
1671341,RS Ibu dan Anak Marissa Palembang,12,0,206,206,0,206,-194,0,05/Jan/2019 08:43:42
3310421,RS Umum Daerah Bagas Waras,193,46,56,102,10,46,91,0,06/Mar/2019 08:44:20
3171795,RS Umum Daerah Pasar Minggu,237,54,32,86,70,85,151,0,18/Apr/2020 02:01:39
3404193,RS Umum Hermina Yogya,60,12,20,32,27,26,28,0,17/Apr/2020 04:43:12
3573258,RS Umum Daerah Kota Malang,84,9,9,18,20,46,66,0,27/Nov/2018 06:29:50
1402013,RS Umum  Kasih Ibu Rengat,8,1,5,6,0,0,2,0,17/Apr/2020 14:14:51
1171150,RS Umum Pertamedika Ummi Rosnati,105,34,35,69,18,18,36,0,27/Feb/2018 09:18:53
3217004,RS Umum Daerah Lembang,59,2,10,12,22,23,47,0,18/Apr/2020 07:23:11
3173704,RS Khusus Bedah Salemba Satu,0,0,0,0,0,0,0,0,16/Apr/2020 11:49:30
1671343,RS Umum Ar-Rasyid Palembang,99,0,0,0,0,0,99,0,02/Apr/2020 10:20:03
1871446,RS Ibu dan Anak Bunda Asy Syifa,0,0,0,0,0,0,0,0,18/Apr/2020 11:32:34
1402014,RS Ibu dan Anak  Safira,62,0,2,2,0,0,60,0,13/Apr/2020 09:30:59
1471395,RS Ibu Anak  Budhi Mulia,10,0,0,0,0,0,10,0,06/Apr/2018 02:15:42
3506064,RS Ibu dan Anak Permata Hati Pare Kediri,8,0,1,1,0,6,7,0,11/Feb/2019 08:52:26
6306024,RS Umum Daerah Daha Sejahtera,59,11,16,27,21,21,32,0,28/Mar/2020 02:06:17
6301015,RS Borneo Citra Medika,87,18,38,56,10,10,31,0,15/Apr/2020 12:42:01
3471377,UPT Rumah Sakit Pratama Kota Yogyakarta,87,1,0,1,3,40,86,0,09/Feb/2018 12:02:32
1110104,RS Umum Jeumpa Hospital,73,0,0,0,0,0,73,0,27/Feb/2018 07:40:32
3174523,RS Umum Daerah Matraman,30,4,5,9,0,0,21,0,15/Apr/2020 09:12:09
3175416,RS Umum Daerah  Tanjung Priok,56,3,4,7,10,20,49,0,16/Apr/2020 12:20:31
3173705,RS Umum Daerah Tanah Abang,28,9,9,18,18,18,10,0,17/Apr/2020 12:51:51
3510107,RS Ibu dan Anak Abdhi Famili,30,3,9,12,4,14,18,0,04/Mar/2019 06:29:13
3671214,RS Tiara,60,11,33,44,20,30,16,0,07/Apr/2020 23:58:02
3603186,RS Ibu dan Anak Assyifa,1,0,0,0,0,0,1,0,17/Apr/2020 13:38:11
1812003,RS Umum Daerah Tulang Bawang Barat,50,3,0,3,21,26,47,0,17/Apr/2020 08:52:58
3174525,RS Umum Daerah Taman Sari,37,7,0,7,30,0,30,0,17/Apr/2020 09:42:02
3318113,RS Umum As-Suyuthiyyah,50,9,15,24,14,8,26,0,17/Apr/2020 03:26:35
1471396,RS Umum  Aulia Hospital,154,16,33,49,19,12,105,0,19/Apr/2020 10:00:04
3573261,RS Ibu dan Anak Rumkitban 05.08.02 Malang,21,0,0,0,0,0,21,0,14/Apr/2020 07:01:40
3203039,RS Umum Daerah Pagelaran,145,18,20,38,36,73,107,0,02/Nov/2018 10:21:08
3173706,RS Umum Hermina Kemayoran,174,26,57,83,39,53,91,0,18/Apr/2020 01:00:29
3522064,RS Ibu dan Anak Fatma,36,0,0,0,0,0,36,0,11/Jun/2018 07:01:53
7202016,RS Pratama dr. Abdul Chalik Masulili,10,2,4,6,3,1,4,0,08/Mar/2019 06:02:59
3671217,RS Ibu dan Anak Karunia Bunda,26,0,0,0,0,0,26,0,14/Apr/2020 10:52:50
9229002,RS Pratama Elvrida Sara,20,2,2,4,8,8,16,0,13/Mar/2018 03:32:51
3216435,RS Umum Tarumajaya,45,7,4,11,16,15,34,0,19/Nov/2018 03:03:43
6310018,RS Umum Marina Permata,76,3,9,12,36,28,64,0,18/Apr/2020 03:48:17
6172002,RS Ibu dan Anak Wempe Singkawang,12,0,0,0,0,0,12,0,09/Mar/2018 01:00:16
3525099,RS Umum Rachmi Dewi,20,0,1,1,10,10,19,0,28/Aug/2018 05:51:06
3272075,RS Umum Daerah Al-Mulk,40,4,6,10,12,18,30,0,18/Apr/2020 04:25:22
3505041,RS Umum Al-Ittihad,72,0,0,0,0,0,72,0,09/Aug/2017 01:43:07
3510108,RS Al-Rohmah Banyuwangi,51,8,8,16,21,22,35,0,14/Apr/2020 03:58:55
7271132,RS Samaritan Palu,107,9,8,17,37,55,90,0,06/Mar/2019 07:13:02
7326002,RS Umum Daerah Pongtiku,50,21,19,40,5,5,10,0,19/Feb/2018 02:39:18
3671219,RS Ibu dan Anak Gebang Medika,24,0,7,7,6,11,17,0,17/Apr/2020 07:37:31
7308059,RS Umum Daerah Datu Pancaitana,55,12,15,27,0,0,28,0,17/Jan/2019 10:04:56
3217006,RS Umum IMC,0,0,0,0,0,0,0,0,27/Mar/2020 04:17:50
6303033,RS Umum Ciputra Mitra Hospital,281,10,15,25,0,0,256,0,15/Apr/2020 04:02:38
6472128,RS Umum Daerah KORPRI Provinsi Kalimantan Timur,12,2,0,2,4,6,10,0,19/Feb/2019 10:09:55
1109031,RS Islam Ibnu Sina Sigli,41,10,15,25,5,13,16,0,31/Dec/2018 07:18:58
6471085,RS Ibu Anak Asih  Balikpapan,1,0,1,1,0,0,0,0,22/Feb/2019 06:12:50
7371426,RS Hermina Makassar,91,10,14,24,19,48,67,0,17/Apr/2020 04:15:43
1811002,RS Umum Daerah Ragab Begawe Caram,84,7,7,14,0,0,70,0,18/Apr/2020 01:39:13
5315003,RS Umum Daerah Komodo,108,7,4,11,3,3,97,0,14/Mar/2018 05:55:57
3673010,RS Fatimah,0,0,0,0,0,0,0,0,18/Apr/2020 11:00:24
8272003,RS Umum Sofifi,50,15,16,31,10,9,19,0,28/Feb/2018 06:26:49
1371463,RS Khusus Bedah Kartika Docta,27,4,1,5,10,12,22,0,30/Mar/2020 05:39:15
1273106,RS Umum Tiara Kasih Sejati,2,0,0,0,0,0,2,0,05/Mar/2019 10:48:28
1302012,RS Umum BKM,51,3,1,4,47,0,47,0,06/Dec/2018 07:02:47
3275060,RS Umum Satria Medika,84,7,10,17,0,0,67,0,04/Apr/2020 09:03:44
1213059,RS Umum Putri Bidadari,312,7,35,42,126,122,270,0,18/Apr/2020 12:10:30
1208059,RS Umum Bunda Mulia,6,0,2,2,1,2,4,0,08/Mar/2019 02:58:43
3206084,RS Ibu dan Anak Respati,6,1,2,3,2,1,3,0,02/Apr/2020 05:50:12
7208115,RS Umum Daerah Buluye Napoae Moutong,50,1,1,2,24,24,48,0,18/Apr/2020 03:07:31
3402080,RS Khusus Ibu dan Anak Kahyangan,18,0,0,0,0,0,18,0,13/Apr/2020 07:21:55
3603188,RS Ibu dan Anak Bunda Sejati,40,0,0,0,0,0,40,0,27/Dec/2018 11:55:04
1902012,RS Utama,198,9,9,18,0,0,180,0,16/Apr/2020 11:20:05
5201012,RS Umum Daerah Awet Muda Narmada,844,242,282,524,20,49,320,491,04/Jul/2017 14:48:09
3508058,RS Umum Daerah Pasirian Kabupaten Lumajang,86,25,33,58,13,15,28,0,16/Apr/2020 06:50:35
7171103,RS Umum Daerah Provinsi Sulawesi Utara,100,25,30,55,0,0,45,0,20/Feb/2018 05:40:29
3303101,RS Umum Siaga Medika Purbalingga,72,31,30,61,7,4,11,0,19/Apr/2020 01:54:17
7371427,RS Gigi dan Mulut Ladokgi TNI AL Yos Sudarso,2,0,0,0,0,0,2,0,22/Feb/2018 07:54:56
3471378,RS Khusus Ibu dan Anak Fajar,15,0,0,0,0,0,15,0,18/Mar/2019 18:20:55
1377007,RS Umum Daerah Dr Sadikin Kota Pariaman,24,88,206,294,8,16,-270,0,01/Mar/2018 09:15:00
7205024,RS Umum Pratama Tambu,34,1,4,5,17,12,29,0,18/Apr/2020 11:43:15
2071059,RS Umum Soedarsono Darmosoewito,2,0,0,0,0,0,2,0,18/Apr/2020 09:12:38
3204130,RS Mata Bandung Eye Center,0,0,0,0,0,0,0,0,11/Jul/2018 12:17:51
3305120,RS Umum Daerah Prembun,120,34,34,68,78,78,52,0,17/Apr/2020 08:49:15
6471086,RS Hermina Balikpapan,74,0,0,0,0,0,74,0,16/Apr/2020 06:42:31
1371464,RS. Universitas Andalas,118,9,11,20,133,46,98,0,17/Apr/2020 09:33:24
3212055,RS Umum Pertamina Balongan Indramayu,13,1,3,4,0,0,9,0,14/Apr/2020 11:40:47
3325039,RS Umum Daerah Limpung,34,3,2,5,14,15,29,0,18/Apr/2020 04:02:19
1371465,RS Ibu dan Anak Restu Ibu,25,0,25,25,0,0,0,0,24/Jan/2019 08:29:47
3311229,RS Umum Indriati,143,22,48,70,34,39,73,0,18/Apr/2020 04:26:30
7414002,RS Umum Daerah Kabupaten Buton Tengah,42,0,0,0,17,25,42,0,26/Mar/2020 05:33:29
1508002,RS Umum Setia Budi,26,3,5,8,0,0,18,0,24/Jan/2019 12:24:01
6404051,RS Umum Daerah Sangkulirang,50,4,2,6,18,26,44,0,15/Apr/2020 04:57:40
6405012,RS Umum Daerah Talisayan,30,6,2,8,9,13,22,0,06/Mar/2019 04:57:56
5102047,RS Nyitdah,67,4,1,5,23,25,62,0,02/Mar/2019 04:11:05
5101055,RS Umum Balimed Negara,62,2,0,2,18,18,60,0,08/Dec/2018 03:56:08
5371059,RS Jiwa Naimata,50,25,24,49,0,1,1,0,28/Feb/2019 05:41:45
3602012,RS Kartini,16,0,0,0,8,8,16,0,29/Aug/2017 09:00:11
3201250,RS Ibu dan Anak Permata Pertiwi,35,0,10,10,0,25,25,0,16/Apr/2020 07:09:27
6571044,RS Umum Kota Tarakan,117,0,0,0,0,0,117,0,10/Apr/2020 09:54:48
3674018,RS Pondok Indah Bintaro Jaya,2,0,0,0,0,0,2,0,18/Apr/2020 10:32:48
3525100,RS Ibu dan Anak Amalia,39,0,0,0,0,0,39,0,06/Mar/2018 10:39:04
5108077,RS Umum Daerah Tangguwisia,50,15,11,26,7,17,24,0,17/Apr/2020 03:53:21
3217007,RS Umum Daerah Cikalong Wetan,370,0,37,37,297,42,333,0,19/Apr/2020 23:23:53
3175417,RS Mata Primasana,18,1,2,3,8,7,15,0,19/Feb/2019 05:41:50
3275062,RS Siloam Bekasi Timur,9,0,0,0,0,0,9,0,16/Apr/2020 16:14:19
2171061,RS Bhayangkara Batam Polda Kepri,71,15,1,16,15,11,55,0,11/Apr/2020 08:44:19
1302013,RS Umum Daerah Tapan,16,1,1,2,5,5,14,0,28/Feb/2019 05:23:23
3171801,RS Umum Daerah Kebayoran Baru,6,0,0,0,0,0,6,0,16/Apr/2020 10:30:07
3528028,RS Umum Daerah Waru Pamekasan,62,18,23,41,7,13,21,0,01/Mar/2018 04:32:54
1671347,RS Umum Daerah Siti Fatimah Provinsi Sumatera Sela,222,15,17,32,0,0,190,0,14/Apr/2020 08:13:08
6501013,RS Pratama Long Ampung,20,2,2,4,8,8,16,0,13/Mar/2018 08:25:54
5171220,RS Umum Daerah Bali Mandara Provinsi Bali,231,90,56,146,20,20,85,20,07/Dec/2018 22:21:01
3471380,RS Siloam Yogyakarta,11,0,0,0,0,0,11,0,17/Apr/2020 14:12:38
3207057,RSU Dadi Keluarga Ciamis,87,15,12,27,60,0,60,0,19/Apr/2020 23:31:00
1275922,RS Khusus Mata Provinsi Sumatera Utara,26,2,4,6,9,8,20,0,29/Nov/2017 08:59:35
7171104,RS Mata Provinsi Sulawesi Utara,12,2,2,4,5,3,8,0,01/Mar/2018 04:52:10
1376017,RS Ibu dan Anak Annisa Payakumbuh,33,0,22,22,0,11,11,0,03/Apr/2020 08:15:45
3525101,RS Umar Masud,132,11,29,40,29,64,92,0,01/Apr/2020 01:03:30
1674003,RS Siloam Silampari,43,6,10,16,15,12,27,0,14/Apr/2020 06:11:43
5318002,RS Daerah Aeramo Kabupaten Nagekeo,46,4,10,14,10,27,32,0,11/Feb/2019 05:49:19
3403025,RS Bethesda Wonosari,13,1,2,3,5,2,10,0,13/Apr/2020 06:56:36
7305013,RS Maryam Citra Medika,6,0,0,0,0,0,6,0,18/Apr/2020 08:36:20
5316003,RS Umum Daerah Waibakul,105,16,34,50,16,39,55,0,01/Mar/2018 12:29:32
1174023,RS Ibu dan Anak ABBY,43,2,17,19,5,19,24,0,26/Feb/2019 06:00:03
7373008,RS Dokter Palemmai Tandi,105,0,0,0,0,0,105,0,27/Feb/2018 12:12:37
1311002,RS Umum Daerah Sungai Rumbai,17,1,1,2,8,7,15,0,01/Apr/2020 07:05:43
